ANNO;MES;TRIMESTRE;ID_PROVEEDOR_DONANTE;PROVEEDOR_DONANTE;ID_PROVEEDOR_RECEPTOR;PROVEEDOR_RECEPTOR;ID_RECHAZO;CAUSA_RECHAZO;CANTIDAD
2024;11;4;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;901354361;PARTNERS TELECOM COLOMBIA WOM;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;106
2024;11;4;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;901354361;PARTNERS TELECOM COLOMBIA WOM;7;Numeración no asignada a usuarios finales;63
2024;11;4;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;901354361;PARTNERS TELECOM COLOMBIA WOM;9;Línea prepago sin actividad en la red;20
2024;11;4;900973532;SUMA MOVIL S.A.S;830114921;COLOMBIA MÓVIL S.A ESP;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;12
2024;11;4;900973532;SUMA MOVIL S.A.S;800153993;COMUNICACION CELULAR S A COMCEL S A;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;26
2024;11;4;900973532;SUMA MOVIL S.A.S;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;5
2024;11;4;900973532;SUMA MOVIL S.A.S;900389508;ALMACENES EXITO INVERSIONES S.A.S.;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;2
2024;11;4;900973532;SUMA MOVIL S.A.S;901354361;PARTNERS TELECOM COLOMBIA WOM;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;10
2024;11;4;900973532;SUMA MOVIL S.A.S;901354361;PARTNERS TELECOM COLOMBIA WOM;7;Numeración no asignada a usuarios finales;1
2024;11;4;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;830114921;COLOMBIA MÓVIL S.A ESP;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;12
2024;11;4;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;800153993;COMUNICACION CELULAR S A COMCEL S A;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;16
2024;11;4;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;5
2024;11;4;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;900389508;ALMACENES EXITO INVERSIONES S.A.S.;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;2
2024;11;4;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;901354361;PARTNERS TELECOM COLOMBIA WOM;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;14
2024;11;4;901354361;PARTNERS TELECOM COLOMBIA WOM;830114921;COLOMBIA MÓVIL S.A ESP;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;15954
2024;11;4;901354361;PARTNERS TELECOM COLOMBIA WOM;830114921;COLOMBIA MÓVIL S.A ESP;5;Línea Desactivada;18
2024;11;4;901354361;PARTNERS TELECOM COLOMBIA WOM;830114921;COLOMBIA MÓVIL S.A ESP;7;Numeración no asignada a usuarios finales;120
2024;11;4;901354361;PARTNERS TELECOM COLOMBIA WOM;830114921;COLOMBIA MÓVIL S.A ESP;8;Numeración no implementada en la red del proveedor Donante;8
2024;11;4;901354361;PARTNERS TELECOM COLOMBIA WOM;800153993;COMUNICACION CELULAR S A COMCEL S A;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;13072
2024;11;4;901354361;PARTNERS TELECOM COLOMBIA WOM;800153993;COMUNICACION CELULAR S A COMCEL S A;5;Línea Desactivada;9
2024;11;4;901354361;PARTNERS TELECOM COLOMBIA WOM;800153993;COMUNICACION CELULAR S A COMCEL S A;6;Línea Suspendida;2
2024;11;4;901354361;PARTNERS TELECOM COLOMBIA WOM;800153993;COMUNICACION CELULAR S A COMCEL S A;7;Numeración no asignada a usuarios finales;3
2024;11;4;901354361;PARTNERS TELECOM COLOMBIA WOM;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;5345
2024;11;4;901354361;PARTNERS TELECOM COLOMBIA WOM;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;5;Línea Desactivada;5
2024;11;4;901354361;PARTNERS TELECOM COLOMBIA WOM;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;6;Línea Suspendida;3
2024;11;4;901354361;PARTNERS TELECOM COLOMBIA WOM;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;8;Numeración no implementada en la red del proveedor Donante;7
2024;11;4;901354361;PARTNERS TELECOM COLOMBIA WOM;900389508;ALMACENES EXITO INVERSIONES S.A.S.;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;303
2024;11;4;901354361;PARTNERS TELECOM COLOMBIA WOM;900389508;ALMACENES EXITO INVERSIONES S.A.S.;5;Línea Desactivada;3
2024;11;4;901354361;PARTNERS TELECOM COLOMBIA WOM;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;15
2024;11;4;901470579;LOV TELECOMUNICACIONES SAS;901354361;PARTNERS TELECOM COLOMBIA WOM;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;2
2024;11;4;830130125;LIWA S.A.S. E.S.P.;830114921;COLOMBIA MÓVIL S.A ESP;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;10
2024;11;4;830130125;LIWA S.A.S. E.S.P.;800153993;COMUNICACION CELULAR S A COMCEL S A;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;12
2024;11;4;830130125;LIWA S.A.S. E.S.P.;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;2
2024;11;4;830130125;LIWA S.A.S. E.S.P.;901354361;PARTNERS TELECOM COLOMBIA WOM;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;3
2024;11;4;830130125;LIWA S.A.S. E.S.P.;901354361;PARTNERS TELECOM COLOMBIA WOM;7;Numeración no asignada a usuarios finales;3
2024;11;4;901502026;PLINTRON  COLOMBIA S.A.S.;901354361;PARTNERS TELECOM COLOMBIA WOM;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;2
2024;11;4;901502026;PLINTRON  COLOMBIA S.A.S.;901354361;PARTNERS TELECOM COLOMBIA WOM;7;Numeración no asignada a usuarios finales;1
2024;11;4;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;900389508;ALMACENES EXITO INVERSIONES S.A.S.;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;3
2024;12;4;830114921;COLOMBIA MÓVIL S.A ESP;800153993;COMUNICACION CELULAR S A COMCEL S A;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;8558
2024;12;4;830114921;COLOMBIA MÓVIL S.A ESP;800153993;COMUNICACION CELULAR S A COMCEL S A;5;Línea Desactivada;16
2024;12;4;830114921;COLOMBIA MÓVIL S.A ESP;800153993;COMUNICACION CELULAR S A COMCEL S A;6;Línea Suspendida;8
2024;12;4;830114921;COLOMBIA MÓVIL S.A ESP;800153993;COMUNICACION CELULAR S A COMCEL S A;7;Numeración no asignada a usuarios finales;4
2024;12;4;830114921;COLOMBIA MÓVIL S.A ESP;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;3913
2024;12;4;830114921;COLOMBIA MÓVIL S.A ESP;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;5;Línea Desactivada;11
2024;12;4;830114921;COLOMBIA MÓVIL S.A ESP;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;6;Línea Suspendida;10
2024;12;4;830114921;COLOMBIA MÓVIL S.A ESP;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;8;Numeración no implementada en la red del proveedor Donante;106
2024;12;4;830114921;COLOMBIA MÓVIL S.A ESP;900389508;ALMACENES EXITO INVERSIONES S.A.S.;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;783
2024;12;4;830114921;COLOMBIA MÓVIL S.A ESP;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;43
2024;12;4;830114921;COLOMBIA MÓVIL S.A ESP;901354361;PARTNERS TELECOM COLOMBIA WOM;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;5628
2024;12;4;830114921;COLOMBIA MÓVIL S.A ESP;901354361;PARTNERS TELECOM COLOMBIA WOM;6;Línea Suspendida;4
2024;12;4;830114921;COLOMBIA MÓVIL S.A ESP;901354361;PARTNERS TELECOM COLOMBIA WOM;7;Numeración no asignada a usuarios finales;985
2024;12;4;830114921;COLOMBIA MÓVIL S.A ESP;901354361;PARTNERS TELECOM COLOMBIA WOM;9;Línea prepago sin actividad en la red;84
2024;12;4;800153993;COMUNICACION CELULAR S A COMCEL S A;830114921;COLOMBIA MÓVIL S.A ESP;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;5407
2024;12;4;800153993;COMUNICACION CELULAR S A COMCEL S A;830114921;COLOMBIA MÓVIL S.A ESP;5;Línea Desactivada;88
2024;12;4;800153993;COMUNICACION CELULAR S A COMCEL S A;830114921;COLOMBIA MÓVIL S.A ESP;7;Numeración no asignada a usuarios finales;101
2024;12;4;800153993;COMUNICACION CELULAR S A COMCEL S A;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;2071
2024;12;4;800153993;COMUNICACION CELULAR S A COMCEL S A;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;5;Línea Desactivada;36
2024;12;4;800153993;COMUNICACION CELULAR S A COMCEL S A;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;6;Línea Suspendida;9
2024;12;4;800153993;COMUNICACION CELULAR S A COMCEL S A;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;8;Numeración no implementada en la red del proveedor Donante;237
2024;12;4;800153993;COMUNICACION CELULAR S A COMCEL S A;900389508;ALMACENES EXITO INVERSIONES S.A.S.;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;278
2024;12;4;800153993;COMUNICACION CELULAR S A COMCEL S A;900389508;ALMACENES EXITO INVERSIONES S.A.S.;5;Línea Desactivada;3
2024;12;4;800153993;COMUNICACION CELULAR S A COMCEL S A;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;19
2024;12;4;800153993;COMUNICACION CELULAR S A COMCEL S A;901354361;PARTNERS TELECOM COLOMBIA WOM;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;2497
2024;12;4;800153993;COMUNICACION CELULAR S A COMCEL S A;901354361;PARTNERS TELECOM COLOMBIA WOM;6;Línea Suspendida;3
2024;12;4;800153993;COMUNICACION CELULAR S A COMCEL S A;901354361;PARTNERS TELECOM COLOMBIA WOM;7;Numeración no asignada a usuarios finales;636
2024;12;4;800153993;COMUNICACION CELULAR S A COMCEL S A;901354361;PARTNERS TELECOM COLOMBIA WOM;9;Línea prepago sin actividad en la red;917
2024;12;4;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;830114921;COLOMBIA MÓVIL S.A ESP;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;5514
2024;12;4;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;830114921;COLOMBIA MÓVIL S.A ESP;5;Línea Desactivada;16
2024;12;4;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;830114921;COLOMBIA MÓVIL S.A ESP;7;Numeración no asignada a usuarios finales;40
2024;12;4;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;830114921;COLOMBIA MÓVIL S.A ESP;8;Numeración no implementada en la red del proveedor Donante;2
2024;12;4;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;800153993;COMUNICACION CELULAR S A COMCEL S A;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;6674
2024;12;4;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;800153993;COMUNICACION CELULAR S A COMCEL S A;5;Línea Desactivada;16
2024;12;4;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;800153993;COMUNICACION CELULAR S A COMCEL S A;6;Línea Suspendida;6
2024;12;4;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;800153993;COMUNICACION CELULAR S A COMCEL S A;7;Numeración no asignada a usuarios finales;5
2024;12;4;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;900389508;ALMACENES EXITO INVERSIONES S.A.S.;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;671
2024;12;4;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;900389508;ALMACENES EXITO INVERSIONES S.A.S.;5;Línea Desactivada;10
2024;12;4;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;900389508;ALMACENES EXITO INVERSIONES S.A.S.;7;Numeración no asignada a usuarios finales;2
2024;12;4;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;16
2024;12;4;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;901354361;PARTNERS TELECOM COLOMBIA WOM;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;4242
2024;12;4;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;901354361;PARTNERS TELECOM COLOMBIA WOM;5;Línea Desactivada;1
2024;12;4;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;901354361;PARTNERS TELECOM COLOMBIA WOM;6;Línea Suspendida;8
2024;12;4;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;901354361;PARTNERS TELECOM COLOMBIA WOM;7;Numeración no asignada a usuarios finales;1853
2024;12;4;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;901354361;PARTNERS TELECOM COLOMBIA WOM;9;Línea prepago sin actividad en la red;53
2024;12;4;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;830114921;COLOMBIA MÓVIL S.A ESP;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;114
2024;12;4;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;830114921;COLOMBIA MÓVIL S.A ESP;7;Numeración no asignada a usuarios finales;2
2024;12;4;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;800153993;COMUNICACION CELULAR S A COMCEL S A;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;104
2024;12;4;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;800153993;COMUNICACION CELULAR S A COMCEL S A;6;Línea Suspendida;1
2024;12;4;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;52
2024;12;4;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;6;Línea Suspendida;1
2024;12;4;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;8;Numeración no implementada en la red del proveedor Donante;2
2024;12;4;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;900389508;ALMACENES EXITO INVERSIONES S.A.S.;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;11
2024;12;4;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;901354361;PARTNERS TELECOM COLOMBIA WOM;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;44
2024;12;4;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;901354361;PARTNERS TELECOM COLOMBIA WOM;7;Numeración no asignada a usuarios finales;30
2024;12;4;900389508;ALMACENES EXITO INVERSIONES S.A.S.;830114921;COLOMBIA MÓVIL S.A ESP;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;87
2024;12;4;900389508;ALMACENES EXITO INVERSIONES S.A.S.;830114921;COLOMBIA MÓVIL S.A ESP;5;Línea Desactivada;1
2024;12;4;900389508;ALMACENES EXITO INVERSIONES S.A.S.;800153993;COMUNICACION CELULAR S A COMCEL S A;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;102
2024;12;4;900389508;ALMACENES EXITO INVERSIONES S.A.S.;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;56
2024;12;4;900389508;ALMACENES EXITO INVERSIONES S.A.S.;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;8;Numeración no implementada en la red del proveedor Donante;1
2024;12;4;900389508;ALMACENES EXITO INVERSIONES S.A.S.;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;3
2024;12;4;900389508;ALMACENES EXITO INVERSIONES S.A.S.;901354361;PARTNERS TELECOM COLOMBIA WOM;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;28
2024;12;4;900389508;ALMACENES EXITO INVERSIONES S.A.S.;901354361;PARTNERS TELECOM COLOMBIA WOM;7;Numeración no asignada a usuarios finales;1
2024;12;4;900389508;ALMACENES EXITO INVERSIONES S.A.S.;901354361;PARTNERS TELECOM COLOMBIA WOM;9;Línea prepago sin actividad en la red;1
2024;12;4;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;830114921;COLOMBIA MÓVIL S.A ESP;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;220
2024;12;4;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;830114921;COLOMBIA MÓVIL S.A ESP;7;Numeración no asignada a usuarios finales;1
2024;12;4;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;800153993;COMUNICACION CELULAR S A COMCEL S A;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;216
2024;12;4;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;800153993;COMUNICACION CELULAR S A COMCEL S A;5;Línea Desactivada;3
2024;12;4;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;95
2024;12;4;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;8;Numeración no implementada en la red del proveedor Donante;3
2024;12;4;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;900389508;ALMACENES EXITO INVERSIONES S.A.S.;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;25
2024;12;4;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;900389508;ALMACENES EXITO INVERSIONES S.A.S.;5;Línea Desactivada;1
2024;12;4;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;1
2024;12;4;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;901354361;PARTNERS TELECOM COLOMBIA WOM;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;129
2024;12;4;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;901354361;PARTNERS TELECOM COLOMBIA WOM;7;Numeración no asignada a usuarios finales;21
2024;12;4;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;901354361;PARTNERS TELECOM COLOMBIA WOM;9;Línea prepago sin actividad en la red;49
2024;12;4;900973532;SUMA MOVIL S.A.S;830114921;COLOMBIA MÓVIL S.A ESP;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;18
2024;12;4;900973532;SUMA MOVIL S.A.S;800153993;COMUNICACION CELULAR S A COMCEL S A;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;16
2024;12;4;900973532;SUMA MOVIL S.A.S;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;10
2024;12;4;900973532;SUMA MOVIL S.A.S;900389508;ALMACENES EXITO INVERSIONES S.A.S.;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;2
2024;12;4;900973532;SUMA MOVIL S.A.S;901354361;PARTNERS TELECOM COLOMBIA WOM;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;2
2024;12;4;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;830114921;COLOMBIA MÓVIL S.A ESP;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;8
2024;12;4;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;800153993;COMUNICACION CELULAR S A COMCEL S A;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;20
2024;12;4;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;6
2024;12;4;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;900389508;ALMACENES EXITO INVERSIONES S.A.S.;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;2
2024;12;4;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;901354361;PARTNERS TELECOM COLOMBIA WOM;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;20
2024;12;4;901354361;PARTNERS TELECOM COLOMBIA WOM;830114921;COLOMBIA MÓVIL S.A ESP;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;15372
2024;12;4;901354361;PARTNERS TELECOM COLOMBIA WOM;830114921;COLOMBIA MÓVIL S.A ESP;5;Línea Desactivada;7
2024;12;4;901354361;PARTNERS TELECOM COLOMBIA WOM;830114921;COLOMBIA MÓVIL S.A ESP;7;Numeración no asignada a usuarios finales;209
2024;12;4;901354361;PARTNERS TELECOM COLOMBIA WOM;800153993;COMUNICACION CELULAR S A COMCEL S A;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;13917
2024;12;4;901354361;PARTNERS TELECOM COLOMBIA WOM;800153993;COMUNICACION CELULAR S A COMCEL S A;5;Línea Desactivada;10
2024;12;4;901354361;PARTNERS TELECOM COLOMBIA WOM;800153993;COMUNICACION CELULAR S A COMCEL S A;6;Línea Suspendida;6
2024;12;4;901354361;PARTNERS TELECOM COLOMBIA WOM;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;5496
2024;12;4;901354361;PARTNERS TELECOM COLOMBIA WOM;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;5;Línea Desactivada;12
2024;12;4;901354361;PARTNERS TELECOM COLOMBIA WOM;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;6;Línea Suspendida;7
2024;12;4;901354361;PARTNERS TELECOM COLOMBIA WOM;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;8;Numeración no implementada en la red del proveedor Donante;89
2024;12;4;901354361;PARTNERS TELECOM COLOMBIA WOM;900389508;ALMACENES EXITO INVERSIONES S.A.S.;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;344
2024;12;4;901354361;PARTNERS TELECOM COLOMBIA WOM;900389508;ALMACENES EXITO INVERSIONES S.A.S.;5;Línea Desactivada;3
2024;12;4;901354361;PARTNERS TELECOM COLOMBIA WOM;900389508;ALMACENES EXITO INVERSIONES S.A.S.;6;Línea Suspendida;1
2024;12;4;901354361;PARTNERS TELECOM COLOMBIA WOM;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;28
2024;12;4;901470579;LOV TELECOMUNICACIONES SAS;830114921;COLOMBIA MÓVIL S.A ESP;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;2
2024;12;4;830130125;LIWA S.A.S. E.S.P.;830114921;COLOMBIA MÓVIL S.A ESP;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;12
2024;12;4;830130125;LIWA S.A.S. E.S.P.;800153993;COMUNICACION CELULAR S A COMCEL S A;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;8
2024;12;4;830130125;LIWA S.A.S. E.S.P.;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;6
2024;12;4;830130125;LIWA S.A.S. E.S.P.;900389508;ALMACENES EXITO INVERSIONES S.A.S.;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;1
2024;12;4;830130125;LIWA S.A.S. E.S.P.;901354361;PARTNERS TELECOM COLOMBIA WOM;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;1
2024;12;4;830130125;LIWA S.A.S. E.S.P.;901354361;PARTNERS TELECOM COLOMBIA WOM;7;Numeración no asignada a usuarios finales;1
2024;12;4;901502026;PLINTRON  COLOMBIA S.A.S.;830114921;COLOMBIA MÓVIL S.A ESP;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;1
2024;12;4;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;1
2025;1;1;830114921;COLOMBIA MÓVIL S.A ESP;800153993;COMUNICACION CELULAR S A COMCEL S A;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;9664
2025;1;1;830114921;COLOMBIA MÓVIL S.A ESP;800153993;COMUNICACION CELULAR S A COMCEL S A;5;Línea Desactivada;3
2025;1;1;830114921;COLOMBIA MÓVIL S.A ESP;800153993;COMUNICACION CELULAR S A COMCEL S A;6;Línea Suspendida;1
2025;1;1;830114921;COLOMBIA MÓVIL S.A ESP;800153993;COMUNICACION CELULAR S A COMCEL S A;7;Numeración no asignada a usuarios finales;5
2025;1;1;830114921;COLOMBIA MÓVIL S.A ESP;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;1;Solicitante modalidad prepago/pospago no es el suscriptor del contrato ni está autorizado;4344
2025;1;1;830114921;COLOMBIA MÓVIL S.A ESP;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;5;Línea Desactivada;36
2025;1;1;830114921;COLOMBIA MÓVIL S.A ESP;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;6;Línea Suspendida;10
2025;1;1;830114921;COLOMBIA MÓVIL S.A ESP;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;8;Numeración no implementada en la red del proveedor Donante;23
