ANNO;MES;TRIMESTRE;ID_EMPRESA;EMPRESA;PNM_RECEPTOR_NETO
2013;11;4;830114921;COLOMBIA MÓVIL S.A ESP;192626
2013;11;4;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;-652302
2013;11;4;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;625
2013;11;4;900092385;UNE EPM TELECOMUNICACIONES S.A.;-240
2013;11;4;900367669;UFF MOVIL SAS;16036
2013;11;4;900389508;ALMACENES EXITO INVERSIONES S.A.S.;3393
2013;11;4;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;63163
2013;11;4;900530819;VILACOM MOBILE SAS;0
2013;11;4;900688637;KIERO IP TELECOMUNICACIONES SAS;0
2013;11;4;900848456;EZTALK MOBILE S.A.S.;0
2013;11;4;900973532;SUMA MOVIL S.A.S;0
2013;11;4;901066516;DIMECOM COMUNICACIONES S.A.S.;0
2013;11;4;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;0
2013;12;4;800153993;COMUNICACION CELULAR S A COMCEL S A;376548
2013;12;4;830016046;AVANTEL S A S;-338
2013;12;4;830114921;COLOMBIA MÓVIL S.A ESP;201584
2013;12;4;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;-677147
2013;12;4;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;606
2013;12;4;900092385;UNE EPM TELECOMUNICACIONES S.A.;-258
2013;12;4;900367669;UFF MOVIL SAS;17261
2013;12;4;900389508;ALMACENES EXITO INVERSIONES S.A.S.;5490
2013;12;4;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;76254
2013;12;4;900530819;VILACOM MOBILE SAS;0
2013;12;4;900688637;KIERO IP TELECOMUNICACIONES SAS;0
2013;12;4;900848456;EZTALK MOBILE S.A.S.;0
2013;12;4;900973532;SUMA MOVIL S.A.S;0
2013;12;4;901066516;DIMECOM COMUNICACIONES S.A.S.;0
2013;12;4;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;0
2014;1;1;800153993;COMUNICACION CELULAR S A COMCEL S A;373265
2014;1;1;830016046;AVANTEL S A S;-331
2014;1;1;830114921;COLOMBIA MÓVIL S.A ESP;213620
2014;1;1;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;-703450
2014;1;1;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;583
2014;1;1;900092385;UNE EPM TELECOMUNICACIONES S.A.;-316
2014;1;1;900367669;UFF MOVIL SAS;17580
2014;1;1;900389508;ALMACENES EXITO INVERSIONES S.A.S.;8959
2014;1;1;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;90091
2014;1;1;900530819;VILACOM MOBILE SAS;0
2014;1;1;900688637;KIERO IP TELECOMUNICACIONES SAS;0
2014;1;1;900848456;EZTALK MOBILE S.A.S.;0
2014;1;1;900973532;SUMA MOVIL S.A.S;0
2014;1;1;901066516;DIMECOM COMUNICACIONES S.A.S.;0
2014;1;1;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;0
2014;2;1;800153993;COMUNICACION CELULAR S A COMCEL S A;363426
2014;2;1;830016046;AVANTEL S A S;-353
2014;2;1;830114921;COLOMBIA MÓVIL S.A ESP;230464
2014;2;1;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;-728841
2014;2;1;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;558
2014;2;1;900092385;UNE EPM TELECOMUNICACIONES S.A.;-335
2014;2;1;900367669;UFF MOVIL SAS;17388
2014;2;1;900389508;ALMACENES EXITO INVERSIONES S.A.S.;14300
2014;2;1;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;103394
2014;2;1;900530819;VILACOM MOBILE SAS;0
2014;2;1;900688637;KIERO IP TELECOMUNICACIONES SAS;0
2014;2;1;900848456;EZTALK MOBILE S.A.S.;0
2014;2;1;900973532;SUMA MOVIL S.A.S;0
2014;2;1;901066516;DIMECOM COMUNICACIONES S.A.S.;0
2014;2;1;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;0
2014;3;1;800153993;COMUNICACION CELULAR S A COMCEL S A;362347
2014;3;1;830016046;AVANTEL S A S;-428
2014;3;1;830114921;COLOMBIA MÓVIL S.A ESP;246264
2014;3;1;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;-760781
2014;3;1;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;548
2014;3;1;900092385;UNE EPM TELECOMUNICACIONES S.A.;-398
2014;3;1;900367669;UFF MOVIL SAS;17445
2014;3;1;900389508;ALMACENES EXITO INVERSIONES S.A.S.;17543
2014;3;1;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;117461
2014;3;1;900530819;VILACOM MOBILE SAS;0
2014;3;1;900688637;KIERO IP TELECOMUNICACIONES SAS;0
2014;3;1;900848456;EZTALK MOBILE S.A.S.;0
2014;3;1;900973532;SUMA MOVIL S.A.S;0
2014;3;1;901066516;DIMECOM COMUNICACIONES S.A.S.;0
2014;3;1;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;0
2014;4;2;800153993;COMUNICACION CELULAR S A COMCEL S A;351560
2014;4;2;830016046;AVANTEL S A S;-445
2014;4;2;830114921;COLOMBIA MÓVIL S.A ESP;266961
2014;4;2;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;-790096
2014;4;2;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;-502
2014;4;2;900092385;UNE EPM TELECOMUNICACIONES S.A.;-448
2014;4;2;900367669;UFF MOVIL SAS;17344
2014;4;2;900389508;ALMACENES EXITO INVERSIONES S.A.S.;20986
2014;4;2;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;134641
2014;4;2;900530819;VILACOM MOBILE SAS;0
2014;4;2;900688637;KIERO IP TELECOMUNICACIONES SAS;0
2014;4;2;900848456;EZTALK MOBILE S.A.S.;0
2014;4;2;900973532;SUMA MOVIL S.A.S;0
2014;4;2;901066516;DIMECOM COMUNICACIONES S.A.S.;0
2014;4;2;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;0
2014;5;2;800153993;COMUNICACION CELULAR S A COMCEL S A;318940
2014;5;2;830016046;AVANTEL S A S;-296
2014;5;2;830114921;COLOMBIA MÓVIL S.A ESP;294294
2014;5;2;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;-806941
2014;5;2;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;-1409
2014;5;2;900092385;UNE EPM TELECOMUNICACIONES S.A.;-495
2014;5;2;900367669;UFF MOVIL SAS;18193
2014;5;2;900389508;ALMACENES EXITO INVERSIONES S.A.S.;23070
2014;5;2;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;154645
2014;5;2;900530819;VILACOM MOBILE SAS;0
2014;5;2;900688637;KIERO IP TELECOMUNICACIONES SAS;0
2014;5;2;900848456;EZTALK MOBILE S.A.S.;0
2014;5;2;900973532;SUMA MOVIL S.A.S;0
2014;5;2;901066516;DIMECOM COMUNICACIONES S.A.S.;0
2014;5;2;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;0
2014;6;2;800153993;COMUNICACION CELULAR S A COMCEL S A;298267
2014;6;2;830016046;AVANTEL S A S;-293
2014;6;2;830114921;COLOMBIA MÓVIL S.A ESP;307909
2014;6;2;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;-822913
2014;6;2;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;-1498
2014;6;2;900092385;UNE EPM TELECOMUNICACIONES S.A.;-579
2014;6;2;900367669;UFF MOVIL SAS;18380
2014;6;2;900389508;ALMACENES EXITO INVERSIONES S.A.S.;24334
2014;6;2;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;176396
2014;6;2;900530819;VILACOM MOBILE SAS;0
2014;6;2;900688637;KIERO IP TELECOMUNICACIONES SAS;0
2014;6;2;900848456;EZTALK MOBILE S.A.S.;0
2014;6;2;900973532;SUMA MOVIL S.A.S;0
2014;6;2;901066516;DIMECOM COMUNICACIONES S.A.S.;0
2014;6;2;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;0
2014;7;3;800153993;COMUNICACION CELULAR S A COMCEL S A;263908
2014;7;3;830016046;AVANTEL S A S;-334
2014;7;3;830114921;COLOMBIA MÓVIL S.A ESP;336609
2014;7;3;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;-842225
2014;7;3;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;-1570
2014;7;3;900092385;UNE EPM TELECOMUNICACIONES S.A.;-670
2014;7;3;900367669;UFF MOVIL SAS;18360
2014;7;3;900389508;ALMACENES EXITO INVERSIONES S.A.S.;25274
2014;7;3;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;200649
2014;7;3;900530819;VILACOM MOBILE SAS;0
2014;7;3;900688637;KIERO IP TELECOMUNICACIONES SAS;0
2014;7;3;900848456;EZTALK MOBILE S.A.S.;0
2014;7;3;900973532;SUMA MOVIL S.A.S;0
2014;7;3;901066516;DIMECOM COMUNICACIONES S.A.S.;0
2014;7;3;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;0
2014;8;3;800153993;COMUNICACION CELULAR S A COMCEL S A;234042
2014;8;3;830016046;AVANTEL S A S;-293
2014;8;3;830114921;COLOMBIA MÓVIL S.A ESP;367614
2014;8;3;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;-862304
2014;8;3;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;-1573
2014;8;3;900092385;UNE EPM TELECOMUNICACIONES S.A.;-731
2014;8;3;900367669;UFF MOVIL SAS;18123
2014;8;3;900389508;ALMACENES EXITO INVERSIONES S.A.S.;26645
2014;8;3;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;218476
2014;8;3;900530819;VILACOM MOBILE SAS;0
2014;8;3;900688637;KIERO IP TELECOMUNICACIONES SAS;0
2014;8;3;900848456;EZTALK MOBILE S.A.S.;0
2014;8;3;900973532;SUMA MOVIL S.A.S;0
2014;8;3;901066516;DIMECOM COMUNICACIONES S.A.S.;0
2014;8;3;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;0
2014;9;3;800153993;COMUNICACION CELULAR S A COMCEL S A;212536
2014;9;3;830016046;AVANTEL S A S;-61
2014;9;3;830114921;COLOMBIA MÓVIL S.A ESP;394684
2014;9;3;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;-882845
2014;9;3;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;-1528
2014;9;3;900092385;UNE EPM TELECOMUNICACIONES S.A.;-722
2014;9;3;900367669;UFF MOVIL SAS;17441
2014;9;3;900389508;ALMACENES EXITO INVERSIONES S.A.S.;27921
2014;9;3;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;232572
2014;9;3;900530819;VILACOM MOBILE SAS;0
2014;9;3;900688637;KIERO IP TELECOMUNICACIONES SAS;0
2014;9;3;900848456;EZTALK MOBILE S.A.S.;0
2014;9;3;900973532;SUMA MOVIL S.A.S;0
2014;9;3;901066516;DIMECOM COMUNICACIONES S.A.S.;0
2014;9;3;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;0
2014;10;4;800153993;COMUNICACION CELULAR S A COMCEL S A;191681
2014;10;4;830016046;AVANTEL S A S;802
2014;10;4;830114921;COLOMBIA MÓVIL S.A ESP;423827
2014;10;4;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;-904839
2014;10;4;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;-955
2014;10;4;900092385;UNE EPM TELECOMUNICACIONES S.A.;-739
2014;10;4;900367669;UFF MOVIL SAS;16838
2014;10;4;900389508;ALMACENES EXITO INVERSIONES S.A.S.;29102
2014;10;4;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;244281
2014;10;4;900530819;VILACOM MOBILE SAS;0
2014;10;4;900688637;KIERO IP TELECOMUNICACIONES SAS;0
2014;10;4;900848456;EZTALK MOBILE S.A.S.;0
2014;10;4;900973532;SUMA MOVIL S.A.S;0
2014;10;4;901066516;DIMECOM COMUNICACIONES S.A.S.;0
2014;10;4;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;0
2014;11;4;800153993;COMUNICACION CELULAR S A COMCEL S A;169584
2014;11;4;830016046;AVANTEL S A S;2695
2014;11;4;830114921;COLOMBIA MÓVIL S.A ESP;449540
2014;11;4;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;-921879
2014;11;4;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;194
2014;11;4;900092385;UNE EPM TELECOMUNICACIONES S.A.;-740
2014;11;4;900367669;UFF MOVIL SAS;16348
2014;11;4;900389508;ALMACENES EXITO INVERSIONES S.A.S.;29806
2014;11;4;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;254447
2014;11;4;900530819;VILACOM MOBILE SAS;0
2014;11;4;900688637;KIERO IP TELECOMUNICACIONES SAS;0
2014;11;4;900848456;EZTALK MOBILE S.A.S.;0
2014;11;4;900973532;SUMA MOVIL S.A.S;0
2014;11;4;901066516;DIMECOM COMUNICACIONES S.A.S.;0
2014;11;4;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;0
2014;12;4;800153993;COMUNICACION CELULAR S A COMCEL S A;146075
2014;12;4;830016046;AVANTEL S A S;6508
2014;12;4;830114921;COLOMBIA MÓVIL S.A ESP;475305
2014;12;4;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;-946172
2014;12;4;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;3453
2014;12;4;900092385;UNE EPM TELECOMUNICACIONES S.A.;-748
2014;12;4;900367669;UFF MOVIL SAS;15806
2014;12;4;900389508;ALMACENES EXITO INVERSIONES S.A.S.;30899
2014;12;4;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;268869
2014;12;4;900530819;VILACOM MOBILE SAS;0
2014;12;4;900688637;KIERO IP TELECOMUNICACIONES SAS;0
2014;12;4;900848456;EZTALK MOBILE S.A.S.;0
2014;12;4;900973532;SUMA MOVIL S.A.S;0
2014;12;4;901066516;DIMECOM COMUNICACIONES S.A.S.;0
2014;12;4;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;0
2015;1;1;800153993;COMUNICACION CELULAR S A COMCEL S A;121313
2015;1;1;830016046;AVANTEL S A S;9603
2015;1;1;830114921;COLOMBIA MÓVIL S.A ESP;505270
2015;1;1;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;-968755
2015;1;1;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;7466
2015;1;1;900092385;UNE EPM TELECOMUNICACIONES S.A.;-792
2015;1;1;900367669;UFF MOVIL SAS;14864
2015;1;1;900389508;ALMACENES EXITO INVERSIONES S.A.S.;32130
2015;1;1;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;278895
2015;1;1;900530819;VILACOM MOBILE SAS;0
2015;1;1;900688637;KIERO IP TELECOMUNICACIONES SAS;0
2015;1;1;900848456;EZTALK MOBILE S.A.S.;0
2015;1;1;900973532;SUMA MOVIL S.A.S;0
2015;1;1;901066516;DIMECOM COMUNICACIONES S.A.S.;0
2015;1;1;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;0
2015;2;1;800153993;COMUNICACION CELULAR S A COMCEL S A;80796
2015;2;1;830016046;AVANTEL S A S;16269
2015;2;1;830114921;COLOMBIA MÓVIL S.A ESP;558253
2015;2;1;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;-999875
2015;2;1;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;13027
2015;2;1;900092385;UNE EPM TELECOMUNICACIONES S.A.;-893
2015;2;1;900367669;UFF MOVIL SAS;13712
2015;2;1;900389508;ALMACENES EXITO INVERSIONES S.A.S.;34023
2015;2;1;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;284669
2015;2;1;900530819;VILACOM MOBILE SAS;0
2015;2;1;900688637;KIERO IP TELECOMUNICACIONES SAS;0
2015;2;1;900848456;EZTALK MOBILE S.A.S.;0
2015;2;1;900973532;SUMA MOVIL S.A.S;0
2015;2;1;901066516;DIMECOM COMUNICACIONES S.A.S.;0
2015;2;1;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;0
2015;3;1;800153993;COMUNICACION CELULAR S A COMCEL S A;36990
2015;3;1;830016046;AVANTEL S A S;21193
2015;3;1;830114921;COLOMBIA MÓVIL S.A ESP;624467
2015;3;1;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;-1034597
2015;3;1;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;20225
2015;3;1;900092385;UNE EPM TELECOMUNICACIONES S.A.;-1005
2015;3;1;900367669;UFF MOVIL SAS;11621
2015;3;1;900389508;ALMACENES EXITO INVERSIONES S.A.S.;34423
2015;3;1;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;286660
2015;3;1;900530819;VILACOM MOBILE SAS;0
2015;3;1;900688637;KIERO IP TELECOMUNICACIONES SAS;0
2015;3;1;900848456;EZTALK MOBILE S.A.S.;0
2015;3;1;900973532;SUMA MOVIL S.A.S;0
2015;3;1;901066516;DIMECOM COMUNICACIONES S.A.S.;0
2015;3;1;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;0
2015;4;2;800153993;COMUNICACION CELULAR S A COMCEL S A;11923
2015;4;2;830016046;AVANTEL S A S;25262
2015;4;2;830114921;COLOMBIA MÓVIL S.A ESP;669928
2015;4;2;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;-1066198
2015;4;2;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;30461
2015;4;2;900092385;UNE EPM TELECOMUNICACIONES S.A.;-1116
2015;4;2;900367669;UFF MOVIL SAS;7699
2015;4;2;900389508;ALMACENES EXITO INVERSIONES S.A.S.;36672
2015;4;2;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;285346
2015;4;2;900530819;VILACOM MOBILE SAS;0
2015;4;2;900688637;KIERO IP TELECOMUNICACIONES SAS;0
2015;4;2;900848456;EZTALK MOBILE S.A.S.;0
2015;4;2;900973532;SUMA MOVIL S.A.S;0
2015;4;2;901066516;DIMECOM COMUNICACIONES S.A.S.;0
2015;4;2;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;0
2015;5;2;800153993;COMUNICACION CELULAR S A COMCEL S A;-11371
2015;5;2;830016046;AVANTEL S A S;30778
2015;5;2;830114921;COLOMBIA MÓVIL S.A ESP;699919
2015;5;2;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;-1088740
2015;5;2;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;41135
2015;5;2;900092385;UNE EPM TELECOMUNICACIONES S.A.;-1190
2015;5;2;900367669;UFF MOVIL SAS;5075
2015;5;2;900389508;ALMACENES EXITO INVERSIONES S.A.S.;37317
2015;5;2;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;287053
2015;5;2;900530819;VILACOM MOBILE SAS;0
2015;5;2;900688637;KIERO IP TELECOMUNICACIONES SAS;0
2015;5;2;900848456;EZTALK MOBILE S.A.S.;0
2015;5;2;900973532;SUMA MOVIL S.A.S;0
2015;5;2;901066516;DIMECOM COMUNICACIONES S.A.S.;0
2015;5;2;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;0
2015;6;2;800153993;COMUNICACION CELULAR S A COMCEL S A;-36021
2015;6;2;830016046;AVANTEL S A S;37812
2015;6;2;830114921;COLOMBIA MÓVIL S.A ESP;721115
2015;6;2;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;-1106279
2015;6;2;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;51039
2015;6;2;900092385;UNE EPM TELECOMUNICACIONES S.A.;-1233
2015;6;2;900367669;UFF MOVIL SAS;3616
2015;6;2;900389508;ALMACENES EXITO INVERSIONES S.A.S.;38215
2015;6;2;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;291712
2015;6;2;900530819;VILACOM MOBILE SAS;0
2015;6;2;900688637;KIERO IP TELECOMUNICACIONES SAS;0
2015;6;2;900848456;EZTALK MOBILE S.A.S.;0
2015;6;2;900973532;SUMA MOVIL S.A.S;0
2015;6;2;901066516;DIMECOM COMUNICACIONES S.A.S.;0
2015;6;2;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;0
2015;7;3;800153993;COMUNICACION CELULAR S A COMCEL S A;-43185
2015;7;3;830016046;AVANTEL S A S;42913
2015;7;3;830114921;COLOMBIA MÓVIL S.A ESP;723799
2015;7;3;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;-1124795
2015;7;3;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;62857
2015;7;3;900092385;UNE EPM TELECOMUNICACIONES S.A.;-1313
2015;7;3;900367669;UFF MOVIL SAS;1727
2015;7;3;900389508;ALMACENES EXITO INVERSIONES S.A.S.;39387
2015;7;3;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;298588
2015;7;3;900530819;VILACOM MOBILE SAS;0
2015;7;3;900688637;KIERO IP TELECOMUNICACIONES SAS;0
2015;7;3;900848456;EZTALK MOBILE S.A.S.;0
2015;7;3;900973532;SUMA MOVIL S.A.S;0
2015;7;3;901066516;DIMECOM COMUNICACIONES S.A.S.;0
2015;7;3;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;0
2015;8;3;800153993;COMUNICACION CELULAR S A COMCEL S A;-40006
2015;8;3;830016046;AVANTEL S A S;48711
2015;8;3;830114921;COLOMBIA MÓVIL S.A ESP;714046
2015;8;3;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;-1143020
2015;8;3;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;75039
2015;8;3;900092385;UNE EPM TELECOMUNICACIONES S.A.;-1371
2015;8;3;900367669;UFF MOVIL SAS;27
2015;8;3;900389508;ALMACENES EXITO INVERSIONES S.A.S.;40322
2015;8;3;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;306230
2015;8;3;900530819;VILACOM MOBILE SAS;0
2015;8;3;900688637;KIERO IP TELECOMUNICACIONES SAS;0
2015;8;3;900848456;EZTALK MOBILE S.A.S.;0
2015;8;3;900973532;SUMA MOVIL S.A.S;0
2015;8;3;901066516;DIMECOM COMUNICACIONES S.A.S.;0
2015;8;3;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;0
2015;9;3;800153993;COMUNICACION CELULAR S A COMCEL S A;-31525
2015;9;3;830016046;AVANTEL S A S;49138
2015;9;3;830114921;COLOMBIA MÓVIL S.A ESP;702011
2015;9;3;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;-1157684
2015;9;3;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;90271
2015;9;3;900092385;UNE EPM TELECOMUNICACIONES S.A.;-1427
2015;9;3;900367669;UFF MOVIL SAS;-1894
2015;9;3;900389508;ALMACENES EXITO INVERSIONES S.A.S.;40562
2015;9;3;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;310526
2015;9;3;900530819;VILACOM MOBILE SAS;0
2015;9;3;900688637;KIERO IP TELECOMUNICACIONES SAS;0
2015;9;3;900848456;EZTALK MOBILE S.A.S.;0
2015;9;3;900973532;SUMA MOVIL S.A.S;0
2015;9;3;901066516;DIMECOM COMUNICACIONES S.A.S.;0
2015;9;3;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;0
2015;10;4;800153993;COMUNICACION CELULAR S A COMCEL S A;-14463
2015;10;4;830016046;AVANTEL S A S;48046
2015;10;4;830114921;COLOMBIA MÓVIL S.A ESP;681915
2015;10;4;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;-1168853
2015;10;4;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;104411
2015;10;4;900092385;UNE EPM TELECOMUNICACIONES S.A.;-1481
2015;10;4;900367669;UFF MOVIL SAS;-3984
2015;10;4;900389508;ALMACENES EXITO INVERSIONES S.A.S.;40426
2015;10;4;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;313962
2015;10;4;900530819;VILACOM MOBILE SAS;0
2015;10;4;900688637;KIERO IP TELECOMUNICACIONES SAS;0
2015;10;4;900848456;EZTALK MOBILE S.A.S.;0
2015;10;4;900973532;SUMA MOVIL S.A.S;0
2015;10;4;901066516;DIMECOM COMUNICACIONES S.A.S.;0
2015;10;4;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;0
2015;11;4;800153993;COMUNICACION CELULAR S A COMCEL S A;-16371
2015;11;4;830016046;AVANTEL S A S;51614
2015;11;4;830114921;COLOMBIA MÓVIL S.A ESP;673165
2015;11;4;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;-1178531
2015;11;4;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;119872
2015;11;4;900092385;UNE EPM TELECOMUNICACIONES S.A.;-1568
2015;11;4;900367669;UFF MOVIL SAS;-6132
2015;11;4;900389508;ALMACENES EXITO INVERSIONES S.A.S.;40427
2015;11;4;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;317503
2015;11;4;900530819;VILACOM MOBILE SAS;0
2015;11;4;900688637;KIERO IP TELECOMUNICACIONES SAS;0
2015;11;4;900848456;EZTALK MOBILE S.A.S.;0
2015;11;4;900973532;SUMA MOVIL S.A.S;0
2015;11;4;901066516;DIMECOM COMUNICACIONES S.A.S.;0
2015;11;4;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;0
2015;12;4;800153993;COMUNICACION CELULAR S A COMCEL S A;-17466
2015;12;4;830016046;AVANTEL S A S;56474
2015;12;4;830114921;COLOMBIA MÓVIL S.A ESP;661051
2015;12;4;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;-1193068
2015;12;4;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;138533
2015;12;4;900092385;UNE EPM TELECOMUNICACIONES S.A.;-1630
2015;12;4;900367669;UFF MOVIL SAS;-7903
2015;12;4;900389508;ALMACENES EXITO INVERSIONES S.A.S.;40978
2015;12;4;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;323001
2015;12;4;900530819;VILACOM MOBILE SAS;8
2015;12;4;900688637;KIERO IP TELECOMUNICACIONES SAS;0
2015;12;4;900848456;EZTALK MOBILE S.A.S.;0
2015;12;4;900973532;SUMA MOVIL S.A.S;0
2015;12;4;901066516;DIMECOM COMUNICACIONES S.A.S.;0
2015;12;4;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;0
2016;1;1;800153993;COMUNICACION CELULAR S A COMCEL S A;1902
2016;1;1;830016046;AVANTEL S A S;57585
2016;1;1;830114921;COLOMBIA MÓVIL S.A ESP;641070
2016;1;1;830122566;COLOMBIA TELECOMUNICACIONES S A E S P;-1202309
2016;1;1;899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;148175
2016;1;1;900092385;UNE EPM TELECOMUNICACIONES S.A.;-1679
2016;1;1;900367669;UFF MOVIL SAS;-11235
2016;1;1;900389508;ALMACENES EXITO INVERSIONES S.A.S.;41406
2016;1;1;900420122;VIRGIN MOBILE COLOMBIA S.A.S.;325059
2016;1;1;900530819;VILACOM MOBILE SAS;4
2016;1;1;900688637;KIERO IP TELECOMUNICACIONES SAS;0
2016;1;1;900848456;EZTALK MOBILE S.A.S.;0
2016;1;1;900973532;SUMA MOVIL S.A.S;0
2016;1;1;901066516;DIMECOM COMUNICACIONES S.A.S.;0
2016;1;1;901162121;LOGISTICA FLASH COLOMBIA S.A.S.;0
2016;2;1;800153993;COMUNICACION CELULAR S A COMCEL S A;-1763
2016;2;1;830016046;AVANTEL S A S;58077
